retail,categoria,precio_internet,comentario,rating
,hogar,319990.0,"De muy mala calidad, es una vergüenza y falta de respeto para el consumidor",1.0
,hogar,309990.0,Malas,1.0
,hogar,299990.0,"compre el living, lo use 1 mes y lamentablemente se siente hasta el ultimo resorte que tiene cuando te sientas pesima compra!!",1.0
,hogar,319990.0,"Horrible , compre ambas partes y parece de segunda seleccion,  picado , rayado y la madera es MUY MALA CALIDAD , el valor no se condice con el producto  Lo evaluo con 0",1.0
,hogar,239990.0,Pesimo tiene un mes de uso y se rajo por todos lados,1.0
,hogar,209990.0,"Muy mal la compra de este mueble, no trae servicio de armado y las piezas no vienen enumeradas Ademas que Ripley no se hace cargo de este detalle",1.0
,hogar,269990.0,"La mesa en si es bonita, pero en cuanto a calidad es pesima El material es malo lo que provoca que se descascare No vale lo que cuesta",1.0
,hogar,99990.0,"Las patas son muy inestables, se salio una luego de armarlo, se rodaron los tornillos Pesimo",1.0
,hogar,279990.0,"Es un pesimo producto, mala calidad, no dura mas un ano completamente arrepentido",1.0
,hogar,299990.0,"Un asco de sofa, no aconsejo comprarlo Lo compramos en octubre y en diciembre o antes los cojines se estaban despeluzando, saliendo todo los pelos del relleno La peor compra de todas, sin mencionar que tuvimos miles de problemas con la tienda",1.0
,moda,13990.0,compre la talla mas pequena y es GIGANTE,1.0
,moda,17490.0,Pesimo ,1.0
,moda,10490.0,"Blanco amarillento, la tela demasiado gruesa, si es que compran que sea una talla mas grande",1.0
,belleza,4190.0,"Lindo, pero es enorme, mide mas de 30 centimetros de ancho",1.0
,belleza,98990.0,"Es un asco, no sirve para nada es una estafa total, no boten su plata",1.0
,moda,13990.0,"mala calidad es como tela toalla por dentro, material delgado",1.0
,moda,11890.0,"Es lindo, pero por un lado la talla es muy holgada, compre talla S y es como una L y lamentablemente la tela no es de buena calidad, segunda postura y ya se lleno de motas",1.0
,moda,13990.0,"Al primer uso las costuras se rompieron, pesima calidad",1.0
,tecnologia,479990.0,"Se veia como un buen notebook, pero no me duro mas de una hora",1.0
,tecnologia,119990.0,"pesima impresora la compre y no la pude utilizar porque no se pudo realizar el proceso de alineacion, venia con pieza rota y el cable para la electricidad se suelta lo que causa que se apague la impresora, no la compren!!!",1.0
,tecnologia,46990.0,"Horriblemente malo, no funciona la pantalla tactil,  desactive el giro automatico y gira igual La bateria tarda horas en cargarse y se descarga a los 20 minutos  He reclamado 3 veces y aun no me llaman Se van a pasar los dias de cambio y voy a perder Quiero otra mejor pero no me han respondido  Que pena por mi hija, que la necesita urgente",1.0
,hogar,219990.0,"Pesimo mueble, las puertas y cajones de distinto color al resto del closet Ademas, viene con deformaciones las tapas La peor compra que pude haber hecho",1.0
,hogar,199990.0,"Llevamos 7 meses desde que  compramos el colchon y la verdad es que es muy duro, da mucho dolor de cuello y espalda y ademas esta todo deformado, ademas, cualquier sabana de color que uno ponga, el colchon se tine y queda todo manchado, deja mucho que  desear",1.0
,hogar,119990.0,"El colchon el mas pequeno que sus caracteristicas , por lo menos 10 cms mas corto",1.0
,hogar,309990.0,"Mal producto, a las semanas se desforrma todo Duele la espalda NO LO RECOMIENDO PERDERAN SU PLATA",1.0
,hogar,159990.0,"este producto es nefasto, me salieron moretones en las piernas, imaginense lo que se salieron los resortes, la cambie hace un par de meses, y ya me los estoy enterrando de nuevo, los odio",1.0
,hogar,189990.0,"Pesimo duro un ano y con suerte, se hundio en un lado, deformacion sin mayor uso",1.0
,hogar,119990.0,"Muy mala calidad de los materiales, totalmente fragil Se nota que durara poco tiempo",1.0
,hogar,36990.0,"Es una estafa, muy delgado parece quilt, ni parecido a la foto",1.0
,hogar,269990.0,Es muy malo a los dos meses de comprado se quebro el armazon de la cama latela se mancha de nada y se llena de pelusas,1.0
,hogar,349990.0,Pesimomala calidad el respaldo,1.0
,hogar,12490.0,"Pesimo producto, pesima calidad, venian con manchas como de oxido, que no salieron con el lavado, no lo compren!, Sera perdida de dinero",1.0
,hogar,139990.0,"El producto es de muy baja calidad el respaldo de cama es de 25 mts, en una sola plancha lo cual hace super dificil su manipulacion para armarlos y como es de mala calidad al levantarlo se te puede dobler y romper la plancha, no vienen todas las instrucciones de armado, por lo tanto, hay un punto donde debes inventar como sigue el mueble Pesima solucion de producto",1.0
,hogar,189990.0,"Pesimo producto, no alcanzo a durar ni un ano Se sienten los colchones y la base es muy endeble, tuvimos que invertir en otra de otra marca No la recomiendo",1.0
,hogar,179990.0,"De verdad si piensan comprarse una cama, no piensen en estaes super mala, a las dos semanas sonaba entera, el colchon mas o menos delgado a las 3 semanas aprox Se comenzaron a sentir los resortes ( y no, no estoy gordo por si usted estaba pensando eso, peso 78 kg acorde a mi altura 1,80mts), asi que de todo corazon invierta un poco mas y pase de largo por este pesimo producto",1.0
,hogar,249990.0,Pesimo producto mala calidad,1.0
,hogar,249990.0,"pesima calidad, base y colchon, no lo recomiendo en absoluto, pesima compra",1.0
,hogar,219990.0,"La base es de mala calidad! Parece hecha al apuro No la recomiendo El colchon esta bien, no es la gran maravilla pero salva",1.0
,hogar,279990.0,"Pesimo!!!  a los 5 o 6 meses,  las bases crujian horriblemente, y los resortes del colchon se dejaban sentir en todo  el cuerpo",1.0
,hogar,229990.0,Es muy fragil en las patas,1.0
,hogar,429990.0,"Horrible el colchon, se sienten los fierros al poco uso, no mas de 2 meses despierto con la espalda mal No lo recomiendo, arrepentido de la compra",1.0
,hogar,249990.0,"la Cama no es de 1,5 plaza, es de 105, no es plaza y media",1.0
,hogar,379990.0,"Pesima inversion A 1 ano se quebro la base, el colchon muy duro Estoy buscando otra cama No recomendable",1.0
,hogar,169990.0,Debe ser el colchon mas duro!! Que debe existir!! Promete una esponja que se amolda al cuerpo!! Pero el grosor de la esponja memory debe ser de un espesor de 1 cm !!! Ni si quiera mi hijo quiere dormir en una cama tan dura !!!! No compren este colchon!!! Horrible la compra !!!  De ortopedico no tiene nada!!!! NO LO COMPREN una pesadilla !!,1.0
,hogar,169990.0,"malisimo, se hundio con mucha facilidad a las 3 semanas de uso, no lo recomiendo El servicio al cliente pesimo, como siempre",1.0
,hogar,209990.0,"Pesima calidad de terminaciones de pintura y base, se dejo queja para devolver el producto y por tiempo me la rechazaron no alcanza ni para una estrella este producto",1.0
,hogar,299990.0,"nooo para nada la recomiendo, concuerdo con la mayoria el producto es malo y la catalogan de ",1.0
,hogar,89990.0,"El peor mueble ,llego danado por todas las esquinas ,no es muy resistente y la pero experiencia en compra online en Ripley pesimo servicio media estrella le daria",1.0
,hogar,29990.0,"Muy malas, planas, incomodas, no sirven para nada",1.0
,hogar,289990.0,"Mala calidad de producto para ser solamente la estructura de la cama por ese valor, los materiales son demasido deviles no creo que dure mucho la cama ademas el manual de armado aun lo busco pesimo una muy mala compra",1.0
,hogar,119990.0,"Pesimo  No enfria en lo mas minimo ni con hielo funciona  el agua que se le hecha  jamas se consume, no se si esta malo o asi es el funcionamiento Pero NO SIRVE PARA NADA",1.0
,hogar,269990.0,"la compre en julio de 2019, en dicembre comenzo a fallar, la repararon, luego en febrero luego en marzo se la llevaron y el 7 de octubre de 2020 Ripley me devolvio lo pagado comienza bien pero fallan los rodamientos y empieza a sonar mucho cuando centrifuga",1.0
,hogar,289990.0,"Demasiado indeble la mesa, el vidrio no trae ningun soporte seguro, insegura totalmente",1.0
,hogar,459990.0,Pesimo plata perdida muy mala calidad arrepentida totalmente,1.0
,hogar,99990.0,Defectuoso de fabricacion,1.0
,hogar,349990.0,La foto dista bastante de lo que es en realidad,1.0
,hogar,319990.0,"Mala calidad de la madera , yo compre la parte superior e inferior y fue la peor compra , viene con piquetes por todos lados , hasta los vidrios en mal estado , carisimo y malo , lo peor la post venta",1.0
,hogar,319990.0,"Muy mala calidad de la tela y el material una esponja que se levanta, tela que se Arruga al primer momento de sentarse, cojines duros y de mala calidad en el relleno, mala experiencia al comprar en internet y con el modelo, y ahora me tramitan para poder retirarlo, pesima experiencia con ripley",1.0
,moda,10490.0,"BLANCO UN POCO AMARILLENTO, CALIDAD DEFICIENTE, TELA GRUESA",1.0
,moda,10490.0,"Tela malisima, se llena de notas y pelusas, y no siquiera lo he usado En los quiero devolver, son muy atrae pelusa",1.0
,moda,16990.0,No es el mismo color que se ve en la imagen :(,1.0
,belleza,98990.0,"Una total estafa, llevo mas de 1 mes usandolo y no he notado cambios, nada! No pierdan su plata, es un producto caro y no lo vale para nada",1.0
,moda,10490.0,"muy linda en la primera postura pero despues del primer lavado se desboco el cuello, muy malo el algodon me quedo fofa, plata perdida porque me molestaba la etiqueta y se la saque no puedo hacer el cambio ",1.0
,moda,11890.0,HORRIBLE LA OCUPE 1 VEZ Y SE RAJO LA TELA ES DE PESIMA CALIDAD Y LAS MARGARITAS SOLO ESTAN PINTADAS Y SE SALEN Y QUEDAN LOS RESTOS POR CUALQUIER LADO HORRIBLE,1.0
,moda,9090.0,"No me gusto esperaba que la tela fuera mas como licra mas ajustada al cuerpo pero es muy rara la tela, quizas con las lavadas va a ceder mucho, no queda cenido no se ve blanco sino mas bien crema, y  las mangas si se ven blancas No me gusto",1.0
,tecnologia,409990.0,Ni el minecraft corre,1.0
,tecnologia,399990.0,"Estoy muy arrepentida por la compra Es lento y suena demasiado Una verdadera chatarra, no lo recomiendo",1.0
,tecnologia,479990.0,Una semana duro el laptop No prendio nunca mas Y obvio que aun no tengo respuesta,1.0
,tecnologia,459990.0,"horrible despues de dos meses de utilizarlo para tareas no queria prende y lo tu ve en servicio tecnico ya han pasado unos 6 meses y cada vez esta pero,se queda pegado y no puedes descargar ningun juego ,el minimo que sea ,la craga no dura ni una hora",1.0
,tecnologia,46990.0,"Una tablet muy basica, su RAM no permite un uso fluido, no permite descarga fluida ni que los juegos o aplicaciones instaladas arranquen bien, y eso que son aplicaciones que no superan los 150MB Pesimo producto",1.0
,hogar,199990.0,"Salio fallado y aun espero respuesta de la tienda, a la semana 3 se deformo, pesimo servicio post venta!! No dan soluciones",1.0
,hogar,119990.0,EL COLCHON ES 15 CM MAS ANGOSTO QUE LA CAMA NORMAL DE 2 PLAZAS,1.0
,hogar,159990.0,"Pesima calidad, un desprestigio para Rosen y Ripley al ofrecer un producto de tan mala calidad, llego hace 2 meses y ya se notan los resortes o la porqueria que trae dentro",1.0
,hogar,349990.0,"Pesima calidad Respaldo no calza central con la cama, es de una madera ordinaria asi que no resiste apoyarse Colchon deforme Parece una cama de juguete",1.0
,hogar,12490.0,"Muy mala calidad, no la recomiendo para nada, se rompio la sabana de abajo a la primera semana de uso   ",1.0
,hogar,22990.0,"Es tremendo como se arruga y la tela es dura acartonada, es imposible ni con plancha a vapor dejarla estirada Solo por cuarentena no las fui a devolver",1.0
,hogar,189990.0,"Pesimo,  a los dosmeses llame para cambiarlo, lo hicieron y el nuevo duro dos meses, los resortes se entierran en todo el cuerpo!!! Vale la pena gastar mas y comprar de otra marca",1.0
,hogar,339990.0,Horribleeee!!,1.0
,hogar,209990.0,"producto a los 2 meses de uso, se guatio, o se deformo, malisimo, no lo recomiendo para nada",1.0
,hogar,279990.0,Mala mala a los pocos meses la base emite sonido Dolores de espalda permanentes mala compra,1.0
,hogar,449990.0,"Pesima compra no vale la pena el respaldo ni los veladores de mala calidad , no lo recomiendo mejor comprarlo sin esos accesorios la base de baja calidad",1.0
,hogar,369990.0,"Pesima compra, hace un mes la compre y el material es horrible y se esta comenzando a bajar el colchon lo cual es raro ya que trabajo y solo se ocupa al dormir, mejor ni comprar este producto porque ademas el colchon se esta poniendo motiento siendo que en todo momento se ocupa con sabanas",1.0
,hogar,379990.0,Mal la estructura de base Cambie de boxspring a cama europea y fue lo peor La estructura horrible e incomoda He tratado de contactar a Ripley y no he tenido respuesta ni solucion,1.0
,hogar,199990.0,"No es bueno Es blando tiene cierre y parece que fuera colchon de espuma, es caro para lo que uno compra No es buena calidad no lo compren  si pudiera cambiarlo lo haria Segunda vez que me desepcionada cic",1.0
,hogar,249990.0,malo demasiado blando,1.0
,hogar,299990.0,"mala mala, los cajones se desarman todos Al final tuve que comprar palos nuevos y volver a armar la cama y a cada cajon ponerle escuadras por que se desarman todor Pesima inversion",1.0
,hogar,89990.0,"Inestable, fragil, lo fijas a la pared o le pones peso abajo para que no se caiga",1.0
,hogar,29990.0,"Muy malas, demasiado delgadas, para nada recomendables",1.0
,hogar,119990.0,Horrible no enfria nada No compren este artefacto por que no sirve de nada,1.0
,hogar,309990.0,"PeSIMA LAVADORA ,CENTRIFUGADO QUE NO SIRVE ,SE MUEVE PARA TODOS LADOS AL CENTRIFUGAR Y LA ROPA QUEDA LLENA DE AGUA NO VALE LA PENA LA COMPRA ES PERDIDA DE DINERO PEDI QUE LA VINIERAN A VER  DE LA MARCA Y NO SIRVIO DE NADA ,DICEN QUE ES ASi EL PRODUCTO Y ESTA EN BUEN ESTADORECLAME A RIPLEY Y SIN RESPUESTA ",1.0
,hogar,459990.0,"En la compra ofrecen el servicio de armado Normalmente el cliente supone que viene incluido al momento de la entrega, cosa que no es asi Se debe llamar y hacer valido como servicio extra (esto no se informa en ninguna parte) El armado lo hice personalmente (sin tener conocimientos basicos de armado, y a pesar de que supuestamente es llegar y armar, no queda 100% bien armada Si las sillas no se ajustan bien, se pueden descuadrar La madera es debil para el peso de la mesa y se debe proteger para que el material no se dane",1.0
,hogar,349990.0,"Pesimo sofa, lo recepcionamos hace 15 dias esta pelado, entre los cojines o base, se bajaron Realmente un pesimo producto para ser Rosen lo compramos por la marca esperamos mas de un mes y medio por el  Y horrible calidad ",1.0
,hogar,319990.0,Es malo porque es una cosa muy chica te la muestran de otra manera hay k comprar la parte de abajo por separado no me gusto y venia con un vidrio roto y no hay donde reclamar,1.0
,hogar,289990.0,Muy pequeno las medidas no corresponden ,1.0
,hogar,319990.0,"Lo tengo hace 1 ano y los resortes de los reclinable se salieron, se descosio, la peor compra que he hecho",1.0
,moda,17490.0,"El jeans es con dos botones pretina ancha, no es como se ve en la foto, es super corto de tiro asi que ojo",1.0
,moda,10490.0,"Me compre el pantalon de color negro 38 Es tiro alto Creo que deberian poner bien el material del pantalon, dice que es 98% algodon y 2% elastano, sin embargo no es asi, ya que es una tela aspera y bien elasticada, si tiene algodon debe ser lo minimo No es de buena calidad No recomiendo comprarlo, de hecho lo devolvere",1.0
,moda,16990.0,"El jeans es bonito, de cadera queda bien, pero no es pitillo como muestra la foto, es bastante mas ancho de lo que se ve :(",1.0
,tecnologia,20990.0,"Mala calidad , llegaron los dos con los marcos quebrados  ",1.0
,belleza,98990.0,"es una estafa, no sirve, llevo un mes y no he aumentado ningun cm como tanto prometen, me medi y fui constante con la crema, es un desperdicio de dinero y pague cerca de 100 mil pesos, no se dejen enganar por su falsa publicidad",1.0
,tecnologia,339990.0,"malisimo, lento para procesar no trabaja bien online, no conecta a mett, parece que este modelo trae varios problemas por lo que e leido en internet",1.0
,tecnologia,399990.0,"NO LO COMPREN, nadie se hace cargo del mal producto",1.0
,tecnologia,119990.0,MAL PRODUCTO FALLO AL 4TO MES DE USO AUN EN ESPERA DE PODER REPARARLO,1.0
,tecnologia,46990.0,"Pesimo, lento, la bateria no dura 4 horas, se calienta, lento, pantalla no nitida, lento (lo repito porque es lento)",1.0
,hogar,159990.0,"Horrible la compra, el Colchon venia usado, se sientes los resortes no lo Compren!!!",1.0
,hogar,12490.0,"Malisimas, en la primera postura la sabana de abajo se rompio, super desilusionada, es bonita y a mi hijo le gusto pero la calidad muy mala",1.0
,hogar,179990.0,"mala calidad, la base se desarmo  el colchon presenta problemas en los resortes, mas encima  ripley no se hace responsable  y dicen que hay que comunicarse con cic",1.0
,hogar,429990.0,"No fue de mi agrado arrepentida de comprar esta marca , el producto llego con patas plasticas y diferentes colores 4 cafe y 4 beige  malas terminaciones corchetes a la vista en la base y genero roto en resumen mala calidad reclame y cic cambiomi producto me respondio  me trajeron las patas de madera y cambio la base completa ",1.0
,hogar,539990.0,"Me decepciono absolutamente esta compra, el colchon es durisimo y no entrega un descanso confortable Antes tenia la cic ortopedic y era maravillosa, pero ya era hora de renovar y pense que la Premium era superior, por lo que  la compre y cometi el peor error La compramos en noviembre del 2019 y ya no soportamos esta cama, de hecho la cambiaremos este mes, Absolutamente no la recomiendo, la peor compra",1.0
,hogar,29990.0,"Horribles de malas, una noche y amanecieron planas como estampillas, mi cuello torcido, pesimas La peor compra de mi vida  ",1.0
,hogar,239990.0,Rebeca,1.0
,hogar,119990.0,"El producto solo es un ventilador, muy mala compra, fue una decepcion total",1.0
,hogar,309990.0,"Mala! ,, la compre por recomendaciones y comentarios , pero al primer lavado en el momento de centrifugado hace demasiado ruido , da la impresion de que fuera un tarro dando vueltas ,, alparecer tuvimos mala suerte ,,, aun estoy a la espera de que vengan  a buscarla para poder hacer efectivo el cambio",1.0
,hogar,459990.0,"Pesimo La tela de las sillas es de muy mala calidad, ademas que tiene mucho detalles de fabrica La madera es muy debil, se raya y quiebra facilmente Ademas del servicio de despacho es malisimo, porque no llega el dia que estipulan",1.0
,moda,17490.0,"El jeans tiene 2 botones, no es como en la foto",1.0
,belleza,98990.0,"Cero demostracion, llevo mas de 1 mes aplicando la crema y no veo resultados, el dinero invertido de  100000 pesos Aproximadamente ha sido un completo desperdicio, como Institucion NO deberian dar tanto enfasis a un Producto 100% Confiable, ya que los Compradores caen en su Publicidad Enganosa",1.0
,tecnologia,399990.0,"Malo, es un tarro suena demasiado y ademas vibra!!! necesitare devolverlo y Ripley no establece contacto NO LO COMPREN",1.0
,tecnologia,159990.0,"Te controla como gastar tus datos y no te da libertad de opcion al respecto, no te deja descargar torrente  Escupitajo en el suelo",1.0
,hogar,159990.0,"Malo, no duro mas alla de 9 meses y todos los resortes ",1.0
,hogar,319990.0,"Producto premium de mala calidad, recien armada y la parte superior rechinar al apoyarse, estructura delgada y de mala calidad, la cama inferior lo mismo despues de 2 dias se quebro unos de los palos de soporte Producto de muy mala calidad y para variar Ripley no responde a los reclamos y solicitudes de devolucion",1.0
,hogar,229990.0,Funciono solo una semana Tendre que devolver el producto pero nadie me devolvera el tiempo de espera para el despacho y luego para el arreglo fallido,1.0
,tecnologia,399990.0,"Pesimo producto Lento, se demora en abrir aplicaciones y cuando tiene mas de 3 ventanas se pega Fui a la tienda a devolver dentro del plazo correspondiente y dicen que no se puede porque el producto esta abierto Donde esta la politica de devoluciones que dicen tener  ",1.0
,tecnologia,189990.0,"La compre hace 1 semana y se atasco el carril, lo otro que dice que es impresion continua pero aun usa cartuchos, malisima",1.0
,tecnologia,119990.0,Es la peor impresora que existe Presenta fallas pasado el ano de uso Ni por nombrar el servicio tecnico de la marca esa Si no me creen busquen comentarios en algun buscador o ingresen al Twitter de la marca No la compren,1.0
,hogar,159990.0,"mala calidad, no lo recomiendo se sienten los resortes",1.0
,hogar,269990.0,"Pesima compra ,al segundo mes ya se sentia diferencia en el colchon,y ya hasta sentarse las tablas suenan ,de ortopedica nada solo al principio ,malisima calidad ,pensando por la marca seria buena pero error no la recomiendo para NADA ",1.0
,hogar,33990.0,"Las compre pensando que eran como las de 300 hilos y gran error, son duras como lija! Es como si fuesen de otra marca, realmente no las recomiendo Mejor ahorren un poco mas y compren las de 300, esas son un lujo",1.0
,hogar,179990.0,"Mala calidad menos de un mes de uso y ya tiene problemas con los resortes ,",1.0
,hogar,47990.0,"Lo unico malo es que al sacarlas de la bolsa venian super super sucias, tanto las fundas como las almohadas en si, se nota que las tenian almacenadas hace tiempo, no las devuelvo por la lata del tramite nomas",1.0
,hogar,29990.0,Plumas de muy mala calidad que dan una apariencia irregular y consistencia demasiado blanda a las almohadas  No es lo que se espera de una marca del prestigio de Cic,1.0
,hogar,159990.0,Mala calidad,1.0
,hogar,269990.0,"Pesima calidad, a las 2 semanas de usarla se rompio la base con un uso normal, hice el reclamo correspondiente por Internet, sin respuesta, fui directo a la tienda y quedaron de contactarme cosa que aun no ocurre, llevo aproximadamente durmiendo en una cama en mal estado, muy incomodo, no la recomiendo",1.0
,hogar,29990.0,"La verdad muy malo el producto, super plana la almohada casi nada de relleno y mal olor, nada que ver con la foto que se ve rellena no es asi es, como si te pusieras una tabla en la cabeza, simple no se las recomiendo para nada",1.0
,tecnologia,459990.0,Pesimo,1.0
,hogar,27990.0,Pesima calidad No se de donde sacaron los 300 hilos Parecen un verdadero trapo De asperas y acartonadas no tienen nada No las compren por ese precio encuentran algo mucho mejor,1.0
,hogar,339990.0,"Muy mal producto, la base boxspring se suelta al mes de uso, yo llevo 1 ano ya usandolo y la base suena muchisimo, cruje y rechina, ademas el colchon se deforma al par de meses",1.0
,hogar,169990.0,"Pesimo es super duro, colchon bajo  Se sienten los resortes",1.0
,hogar,29990.0,"La verdad parecia bueno ,pero son muy planas al usar es como dormir sin almohada no me gusto la funda buena calidad",1.0
,hogar,27990.0,300 hilos de lija Espantosas,1.0
,hogar,29990.0,"Pesimo producto Muy poco relleno, son practicamente planas Las plumas son duras como plastico Expelen un olor muy desagradable, como un gallinero Mala compra Lo devolver",1.0
,hogar,269990.0,Pesimo Los colchones son de muy mala calidad Sobre todo el bajo no lleva ni 3 meses y ya se sienten los resortes el superior se deforma facilmente,1.0
,hogar,279990.0,"producto se ve muy lindo en la pagina, pero es un asco el armado seguimos la hoja que viene con un instructivo demasiado escueto y muy poco explicativo, casi 5 horas armando la cama y al final no calzaron todas las piezas llamamos al telefono para la asistencia y puro que nos dan soluciones parches Asi llevamos mas de 2 semanas sin que mi hija pueda utilizar su cama pesima compra, totalmente arrepentidos del producto, ni siquiera por lo que cuesta ,que es caro vale la pena al final puros dolores de cabeza",1.0
,hogar,29990.0,"Basto con deslizar la mano sobre la funda para sentir lleno de palitos de plumas Pesima calidad, ni siquiera las saque de su envoltorio",1.0
,hogar,29990.0,"Para las personas que les gusta este tipo de almohadas bajas, estaran bien Pero a mi gusto prefiero una almohada mas alta y que sea comoda, por lo tanto no la recomiendo, se salen las plumas y eso que recien me llegaron hoy, horrible compra :/",1.0
,hogar,189990.0,"Funciono muy mal <span itemprop=description,Duro menos de un mes funcionando, luego las aspas se so naron y eso que se le dio excelente uso, siguiendo todas las indicaciones, he tratado de comunicarme al servicio al cliente desde hace mas de una semana para avisarles esto sin exito, tambien me meti a la pagina y no he podido enviar el correo de reclamo, la verdad muy mala experiencia y espero me puedan dar una solucion, la aspiradora tiene menos de un mes de uso ",1.0
,hogar,359990.0,"falla completamente <span itemprop=description,Se manda a servicio tecnico por falla en el porta filtro por quedar suelto y filtrar mal el agua y dar cafe con restos de cafe y aguados y ellos solo lo devuelven tal cual estaba y no responden ",1.0
,hogar,57990.0,"2 veces mala <span itemprop=description,Las dos veces que me mandaron la licuadora salio mala, no prendia Perdi cerca de un mes esperando que llegara una buena, al final pedi devolucion de dinero, un chiste la marca parece Si se atreven a comprarla y hacen retiro en tienda, pruebenla altiro ",1.0
,hogar,309990.0,"Inestable, demasiado liviana <span itemprop=description,Nunca funciono bien desde el punto de vista de estabilidad, fue instalada con todas las recomendaciones del manual pero incluso con poca ropa se mueve entera y ahora no corta el agua de forma automatica y se rebalsa Ya no podemos usarla ",1.0
,hogar,269990.0,"Malisima <span itemprop=description,Compre este producto hace un a no y algo y la verdad una desilusion y una perdida de dinero  No tiene fuerza la ropa queda Sucia tengo que demugrarla el tambor no gira es malisima no la recomiendo no pierdan su dinero ",1.0
,hogar,219990.0,"No me gusto <span itemprop=description,Compre esta lavadora en marzo, pero no ha cumplido mis expectativas No enjuaga bien (de hecho tengo que aplicar 3 enjuagues y aun asi no me gusta como queda la ropa) Lavado delicado, si no es mucha la ropa o muy liviana, comienza a saltar de una forma horrible Siempre he comprado productos Samsung, pero esta vez, no fue buena la experiencia ",1.0
,hogar,499990.0,"Pesima experiencia <span itemprop=description,Compre este producto y ha sido la peor experiencia, no logre terminar un lavado puesto que cuando comienza a centrifuga hace un tremendo ruido y ademas salta quede toda moretiada para frenarla, pesa un monton, necesitas de 2 personas al menos para moverla, el piso estaba nivelado ajustar las patas fue un parto, aun asi el problema persiste no puedes dejarla lavando sola lo peor que he visto en un producto, me ha sacado lagrimas choca contra todosi tienes un mueble cerca lo golpeara, en mi caso rompio el vidrio de la puerta de la despensa por los bruscos movimientos Los ciclos de lavados son eternos! 5 horas o mas Pesimo!! ",1.0
,hogar,799990.0,"Precios inflados, sinverguenzas <span itemprop=description,Cotize esta lavadora hace 3 dias atras y estaba a 660000 y ahora inflan el valor y supuestamente en oferta y un 14% de descuento cuesta 719000 Son muy care raja ",1.0
,tecnologia,349990.0,"no la recomiendo <span itemprop=description,La compre hace un par de dias y la vdd Una decepcion, es lenta, se demora en cargar aplicaciones, cuando hay que que escribir, tiene delay entre el mando y la tv cuando vas entre letrasConecte un mouse y no funciona, pesima imagen en movimiento, pense que por ser crystal iria mejor ya que en otra Samsung pasa lo mismo con el desenfoque de movimiento, fatiga la vista y es realmente molesto ",1.0
,hogar,579990.0,"Pesima regulacion de la temperatura <span itemprop=description,Compre esta refrigerador hace poco mas de 3 meses y gracias a los termometros que instale en distintos niveles del equipo, pude comprobar que la regulacion de la temperatura es caotica Lo peor es que generalmente enfria mas donde deberia hacerlo menos, en la bandeja de verduras Resultado frutas y verduras congeladas Pesimo servicio tecnico de Samsung por lo demas ",1.0
,hogar,189990.0,"Un fiasco! <span itemprop=description,Compre este producto el e mes de Junio, me llego el 22, lo use tres veces en mi depto; al tratar de usar nuevamente, solo prendio, pero no se mueve Despues de una larga y tediosas llamadas que jamas me dieron respuesta, me llego un mail, que tengo que esperar a que las sucursales esten abiertas para que el servicio tecnico pueda revisar, cual es el problema!! Insolito Me costo  219000 ",1.0
,hogar,269990.0,"Mal horno, cocina deficiente <span itemprop=description,Esta cocina la compr&egrave; hace 3 a nos Cuesta mucho para dejar encendido el horno; se necesita estar casi un minuto con la perilla empujada para que encienda La cocina no tiene la t&igrave;pica palanquita para cambiar la direcci&ograve;n de las llamas del horno Finalmente los quemadores superiores no tienen la posibilidad de llama intermedia: o es alta o es baja Vivo en Chilo&egrave; y no hay servicio t&egrave;cnico a quien recurrir Hice una mala compra ",1.0
,hogar,57990.0,"Llego mala no funciona <span itemprop=description,Me llego hoy dia la licuadora y mala, al probarla no enciende, no hace nada Perdi lo que se pago por el despacho y mas ir a perder mi tiempo a sucursal a que me cambien el producto o pedir devolucion del dinero ",1.0
,hogar,209990.0,"Mal producto sale defectuoso, no responden <span itemprop=description,Mala mala mala experiencia, hace 3 meses compre lavadora mabe, se da na el tambor y no se hacen responsables envian tecnico de mabe, yo no quiero q la reparen quiero un cambio total del producto como cliente exijo eso estoy en mi derecho Y no compren de esta marca ",1.0
,hogar,269990.0,"Malisima <span itemprop=description,Compre esta lavadora y a las 2 semanas murio el motor! Sigo esperando una respuesta por parte de ustedes ",1.0
,hogar,249990.0,"Mal producto <span itemprop=description,Estoy decepcionada con esta compra, en primer lugar su capacidad es de apenas 3 kg y no de 8 como indica por lo cual debo lavar toda la ropa en varias cargas El centrifugado es muy ruidoso en especial si la carga sobrepasa los 3kg La primera vez que lave una carga mayor casi se desarma la lavadora durante el centrifugado, incluso se le aflojaron los tornillos de la parte superior No entiendo como tanta gente le pone buena calificacion a este producto ",1.0
,hogar,219990.0,"Muy mal producto <span itemprop=description,A 1 a no de uso la lavadora comenzo a desprender una goma negra que ensucia toda la ropa La goma queda pegada en la tela como restos grandes de suciedad Tengo a un amigo que le paso lo mismo con este modelo de lavadora! ",1.0
,hogar,329990.0,"Malo <span itemprop=description,Me entregaron el producto el 15 de abril, he realizado tres lavados mas el lavado inicial que se realiza para lavar el tambor, y en menos de un mes la lavadora ya no funciona, no enciendeLuego de seleccionar algun programa de todas formas habia que adicionar un programa extra de secado ya que solo con la secadora del programa no era suficienteRealmente decepcionada del producto ",1.0
